,dac0,dac1,ain0,ain1
228,229,229,4.174143999999998,4.199263999999999
229,230,230,4.189215999999998,4.214335999999999
230,231,231,4.209311999999999,4.234431999999998
231,232,232,4.224383999999999,4.254527999999999
232,233,233,4.244479999999999,4.269599999999999
233,234,234,4.264575999999998,4.289695999999999
234,235,235,4.284671999999999,4.304767999999999
235,236,236,4.299743999999999,4.324863999999998
236,237,237,4.314815999999999,4.344959999999999
237,238,238,4.339935999999998,4.360031999999999
238,239,239,4.355007999999998,4.380127999999999
239,240,240,4.370079999999998,4.395199999999999
240,241,241,4.395199999999999,4.415295999999998
241,242,242,4.410271999999999,4.430368
242,243,243,4.4203199999999985,4.450463999999998
243,244,244,4.440415999999999,4.465535999999998
244,245,245,4.455487999999999,4.480607999999998
245,246,246,4.465535999999998,4.495679999999998
246,247,247,4.480607999999998,4.510751999999998
247,248,248,4.495679999999998,4.5207999999999995
248,249,249,4.5057279999999995,4.5358719999999995
249,250,250,4.515775999999999,4.545919999999999
250,251,251,4.5207999999999995,4.555967999999998
251,252,252,4.5358719999999995,4.560991999999999
252,253,253,4.545919999999999,4.576063999999999
253,254,254,4.550943999999999,4.581087999999999
254,255,255,4.555967999999998,4.586111999999998
